Wavelength,Intensity,Wavelength,Intensity,Wavelength,Intensity
800.03359,-0.00717,785.17359,0.00694,800.03359,-0.12341
800.0736,-0.00722,785.182,0.00761,800.0736,-0.14177
800.11361,-0.00737,785.1904,0.00719,800.11361,-0.11745
800.15362,-0.00732,785.19881,0.00808,800.15362,-0.11922
800.19362,-0.00742,785.20721,0.00714,800.19362,-0.12654
800.23363,-0.00745,785.21562,0.00779,800.23363,-0.1541
800.27364,-0.00738,785.22402,0.00757,800.27364,-0.11785
800.31364,-0.00748,785.23242,0.00833,800.31364,-0.12911
800.35365,-0.00733,785.24082,0.00859,800.35365,-0.12486
800.39366,-0.00741,785.24923,0.00967,800.39366,-0.12269
800.43366,-0.00748,785.25763,0.00948,800.43366,-0.12188
800.47366,-0.00752,785.26603,0.01,800.47366,-0.12951
800.51367,-0.00748,785.27443,0.01111,800.51367,-0.1384
800.55367,-0.00746,785.28283,0.01082,800.55367,-0.12067
800.59368,-0.00746,785.29123,0.01132,800.59368,-0.13655
800.63368,-0.00755,785.29963,0.01301,800.63368,-0.1443
800.67368,-0.00751,785.30804,0.01225,800.67368,-0.13484
800.71368,-0.00748,785.31644,0.01317,800.71368,-0.1315
800.75368,-0.00755,785.32483,0.01408,800.75368,-0.11174
800.79368,-0.00757,785.33323,0.01679,800.79368,-0.09098
800.83368,-0.00772,785.34163,0.01761,800.83368,-0.11666
800.87368,-0.0077,785.35003,0.02116,800.87368,-0.11741
800.91368,-0.00784,785.35843,0.02446,800.91368,-0.11056
800.95368,-0.00796,785.36683,0.02961,800.95368,-0.13047
800.99368,-0.00786,785.37523,0.03672,800.99368,-0.12968
801.03368,-0.00797,785.38362,0.04617,801.03368,-0.12259
801.07368,-0.00783,785.39202,0.06075,801.07368,-0.12129
801.11368,-0.00784,785.40042,0.07976,801.11368,-0.15535
801.15367,-0.00799,785.40881,0.10243,801.15367,-0.16046
801.19367,-0.00792,785.41721,0.12906,801.19367,-0.12202
801.23367,-0.00783,785.42561,0.15514,801.23367,-0.13824
801.27366,-0.00768,785.434,0.17994,801.27366,-0.14045
801.31366,-0.00796,785.4424,0.19849,801.31366,-0.12075
801.35365,-0.00806,785.45079,0.20885,801.35365,-0.12017
801.39365,-0.00803,785.45919,0.2082,801.39365,-0.11689
801.43364,-0.00802,785.46758,0.19614,801.43364,-0.10564
801.47363,-0.00819,785.47597,0.17759,801.47363,-0.12071
801.51363,-0.0082,785.48437,0.15686,801.51363,-0.12449
801.55362,-0.00811,785.49276,0.13202,801.55362,-0.10795
801.59361,-0.00809,785.50115,0.10912,801.59361,-0.12214
801.6336,-0.00815,785.50955,0.08959,801.6336,-0.1214
801.67359,-0.00825,785.51794,0.07447,801.67359,-0.14478
801.71358,-0.00841,785.52633,0.06324,801.71358,-0.11644
801.75357,-0.00822,785.53472,0.05323,801.75357,-0.10887
801.79356,-0.00806,785.54311,0.04587,801.79356,-0.15126
801.83355,-0.00805,785.55151,0.0414,801.83355,-0.11706
801.87354,-0.00821,785.5599,0.03516,801.87354,-0.12326
801.91353,-0.00817,785.56829,0.03106,801.91353,-0.15062
801.95352,-0.00829,785.57668,0.02831,801.95352,-0.11101
801.99351,-0.00816,785.58507,0.0247,801.99351,-0.11478
802.03349,-0.00812,785.59346,0.02206,802.03349,-0.11922
802.07348,-0.00817,785.60185,0.01973,802.07348,-0.11601
802.11347,-0.00834,785.61023,0.01869,802.11347,-0.13146
802.15345,-0.00827,785.61862,0.01822,802.15345,-0.14813
802.19344,-0.00832,785.62701,0.01551,802.19344,-0.1054
802.23342,-0.00825,785.6354,0.01434,802.23342,-0.11542
802.27341,-0.00823,785.64379,0.01335,802.27341,-0.13059
802.31339,-0.00831,785.65217,0.01268,802.31339,-0.12704
802.35338,-0.0084,785.66056,0.01183,802.35338,-0.11074
802.39336,-0.00846,785.66895,0.01082,802.39336,-0.12704
802.43334,-0.00843,785.67734,0.01152,802.43334,-0.13083
802.47332,-0.00834,785.68572,0.0106,802.47332,-0.1406
802.51331,-0.00827,785.69411,0.01033,802.51331,-0.13697
802.55329,-0.00847,785.70249,0.01039,802.55329,-0.12353
802.59327,-0.00846,785.71088,0.00914,802.59327,-0.11818
802.63325,-0.00852,785.71926,0.00846,802.63325,-0.13913
802.67323,-0.00862,785.72765,0.00806,802.67323,-0.15726
802.71321,-0.00866,785.73603,0.0083,802.71321,-0.14319
802.75319,-0.00857,785.74442,0.00717,802.75319,-0.15341
802.79317,-0.00858,785.7528,0.0085,802.79317,-0.12909
802.83315,-0.00844,785.76118,0.00869,802.83315,-0.13592
802.87312,-0.00851,785.76957,0.00845,802.87312,-0.14351
802.9131,-0.00858,785.77795,0.00811,802.9131,-0.14716
802.95308,-0.00862,785.78633,0.00722,802.95308,-0.14675
802.99305,-0.00869,785.79471,0.00822,802.99305,-0.14746
803.03303,-0.00883,785.8031,0.00802,803.03303,-0.15256
803.07301,-0.00877,785.81148,0.00714,803.07301,-0.16051
803.11298,-0.00864,785.81986,0.00594,803.11298,-0.1512
803.15296,-0.00879,785.82824,0.00719,803.15296,-0.13281
803.19293,-0.00869,785.83662,0.00715,803.19293,-0.15214
803.2329,-0.00872,785.845,0.00738,803.2329,-0.13586
803.27288,-0.00878,785.85338,0.00721,803.27288,-0.1277
803.31285,-0.0089,785.86176,0.00792,803.31285,-0.14406
803.35282,-0.00885,785.87014,0.00719,803.35282,-0.1478
803.3928,-0.00879,785.87852,0.00772,803.3928,-0.12325
803.43277,-0.00901,785.8869,0.00747,803.43277,-0.15104
803.47274,-0.00897,785.89527,0.00759,803.47274,-0.155
803.51271,-0.00893,785.90365,0.00733,803.51271,-0.15851
803.55268,-0.009,785.91203,0.00649,803.55268,-0.14685
803.59265,-0.00884,785.92041,0.00634,803.59265,-0.14653
803.63262,-0.00887,785.92878,0.00709,803.63262,-0.16956
803.67259,-0.00896,785.93716,0.00513,803.67259,-0.14962
803.71256,-0.00904,785.94554,0.00653,803.71256,-0.1538
803.75252,-0.009,785.95391,0.00632,803.75252,-0.14029
803.79249,-0.00897,785.96229,0.00562,803.79249,-0.16544
803.83246,-0.00892,785.97067,0.00582,803.83246,-0.14444
803.87243,-0.00904,785.97904,0.00381,803.87243,-0.14549
803.91239,-0.00905,785.98742,0.00435,803.91239,-0.15253
803.95236,-0.00901,785.99579,0.00535,803.95236,-0.13703
803.99232,-0.00902,786.00416,0.00539,803.99232,-0.15086
804.03229,-0.0088,786.01254,0.00462,804.03229,-0.14996
804.07225,-0.00893,786.02091,0.00438,804.07225,-0.13239
804.11222,-0.00905,786.02929,0.00505,804.11222,-0.14934
804.15218,-0.00909,786.03766,0.00499,804.15218,-0.11637
804.19214,-0.00915,786.04603,0.00441,804.19214,-0.14146
804.23211,-0.00918,786.0544,0.00394,804.23211,-0.13171
804.27207,-0.00911,786.06278,0.00383,804.27207,-0.13052
804.31203,-0.00917,786.07115,0.00415,804.31203,-0.13769
804.35199,-0.0092,786.07952,0.00261,804.35199,-0.12537
804.39195,-0.00916,786.08789,0.00199,804.39195,-0.14746
804.43191,-0.00921,786.09626,0.00212,804.43191,-0.13866
804.47187,-0.00916,786.10463,0.00309,804.47187,-0.1402
804.51183,-0.0092,786.113,0.00237,804.51183,-0.13626
804.55179,-0.00924,786.12137,0.00235,804.55179,-0.16001
804.59175,-0.00927,786.12974,0.00247,804.59175,-0.1644
804.63171,-0.00916,786.13811,0.00204,804.63171,-0.13997
804.67167,-0.00931,786.14648,0.00313,804.67167,-0.12984
804.71162,-0.00941,786.15485,0.00311,804.71162,-0.11861
804.75158,-0.00933,786.16322,0.00217,804.75158,-0.1511
804.79154,-0.00928,786.17159,0.00148,804.79154,-0.13654
804.83149,-0.00935,786.17995,0.0021,804.83149,-0.12479
804.87145,-0.00938,786.18832,0.00171,804.87145,-0.14453
804.9114,-0.00933,786.19669,0.00147,804.9114,-0.14331
804.95136,-0.00953,786.20505,0.00232,804.95136,-0.13241
804.99131,-0.00934,786.21342,0.00346,804.99131,-0.12975
805.03127,-0.00943,786.22179,0.00312,805.03127,-0.12082
805.07122,-0.00938,786.23015,0.00291,805.07122,-0.13037
805.11117,-0.0093,786.23852,0.00137,805.11117,-0.11054
805.15113,-0.00941,786.24688,0.00133,805.15113,-0.1328
805.19108,-0.00948,786.25525,0.00202,805.19108,-0.10457
805.23103,-0.00943,786.26361,0.00298,805.23103,-0.0894
805.27098,-0.00947,786.27198,0.00234,805.27098,-0.11474
805.31093,-0.00954,786.28034,0.00198,805.31093,-0.09408
805.35088,-0.00955,786.28871,0.00232,805.35088,-0.11497
805.39083,-0.00957,786.29707,0.00137,805.39083,-0.11635
805.43078,-0.00953,786.30543,0.00214,805.43078,-0.11943
805.47073,-0.00953,786.31379,0.0026,805.47073,-0.1104
805.51068,-0.00958,786.32216,0.0025,805.51068,-0.12571
